Credential Type,License #,Status,Effective Date,Producer Name,Producer Credential,Brand Name,Recorded Date,Tetrahydrocannabinol (THC),Tetrahydrocannabinol acid (THCA),Cannabidiols (CBD),Carboxylic acids (CBDA),Other Active Ingredient (>1%),
MMBR,MMBR.0019599,ACTIVE,10/30/2023,ADVANCED GROW LABS LLC,MMPR.0000001,Rythm 3.5g Indicol FG 21632,10/30/2023 7:38:31 AM,0.55,35.90,0,0.06,No,
MMBR,MMBR.0019600,ACTIVE,10/30/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Grand Papi's Ch. Lemon T29.48 PR Minis 21143,10/27/2023 7:34:39 AM,0.15,33.44,0,0,No,
MMBR,MMBR.0019601,ACTIVE,10/30/2023,CURALEAF LLC,MMPR.0000003,Select Elite Cartridge 1g Special Sauce (I) 20944,10/30/2023 7:38:31 AM,89.80,0,0,0,Yes,
MMBR,MMBR.0019602,ACTIVE,10/30/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Grand Papi's Ch. Lemon smalls T29.48 21144,10/27/2023 7:34:39 AM,0.15,33.44,0,0,No,
MMBR,MMBR.0019603,ACTIVE,10/30/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Encore Dark Chocolate T90.00mg H 21483,10/30/2023 7:38:31 AM,0.08,0,0,0,No,
MMBR,MMBR.0019604,ACTIVE,10/30/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Grand Papi's Ch. Lemon GRIND T29.48 21145,10/27/2023 7:34:39 AM,0.15,33.44,0,0,No,
MMBR,MMBR.0019605,ACTIVE,10/30/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Peach Crescendo T29.94 PR Minis 21138,10/27/2023 7:34:39 AM,0.15,33.97,0,0,Yes,
MMBR,MMBR.0019606,ACTIVE,10/30/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL Distillate Pen 300mg Indicol XY 20812,10/30/2023 7:38:31 AM,88.79,0,<LOQ,0,No,
MMBR,MMBR.0019607,ACTIVE,10/30/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Peach Crescendo smalls T29.94 21139,10/27/2023 7:34:39 AM,0.15,33.97,0,0,Yes,
MMBR,MMBR.0019608,ACTIVE,10/30/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Peach Crescendo GRIND T29.94 21140,10/27/2023 7:34:39 AM,0.15,33.97,0,0,Yes,
MMBR,MMBR.0019609,ACTIVE,10/30/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Peach Crescendo T29.94 21141,10/27/2023 7:34:39 AM,0.15,33.97,0,0,Yes,
MMBR,MMBR.0019610,ACTIVE,10/30/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL Distillate Vape 0.5g Hybridol IJ 20815,10/30/2023 7:38:31 AM,86.37,0,<LOQ,0,No,
MMBR,MMBR.0019611,ACTIVE,10/30/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 1g Pre Roll Indicol BC 21629,10/30/2023 7:38:31 AM,0.60,28.07,0,0.07,Yes,
MMBR,MMBR.0019612,ACTIVE,10/30/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Sunday D T27.96 21134,10/27/2023 7:34:39 AM,0.16,31.70,0,0,Yes,
MMBR,MMBR.0019613,ACTIVE,10/30/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Sunday D T27.96 PR Minis 21135,10/27/2023 7:34:39 AM,0.16,31.70,0,0,Yes,
MMBR,MMBR.0019614,ACTIVE,10/30/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 3.5 Indicol KK 21635,10/30/2023 7:38:31 AM,0.52,22.03,0,0.02,No,
MMBR,MMBR.0019615,ACTIVE,10/30/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Sunday D GRIND T27.96 21137,10/27/2023 7:34:39 AM,0.16,31.70,0,0,Yes,
MMBR,MMBR.0019616,ACTIVE,10/30/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 3.5g Indicol FG Second Cut 21633,10/30/2023 7:38:31 AM,0.55,35.90,0,0.06,No,
MMBR,MMBR.0019617,ACTIVE,10/30/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Blue Haze Pre-Rolls T22.46% H 21469,10/25/2023 9:18:00 AM,.32,25.25,0,.06,No,
MMBR,MMBR.0019618,ACTIVE,10/30/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Encore Grape RSO Gummies T98.02mg I 21482,10/30/2023 7:38:31 AM,.13,0,0,0,No,
MMBR,MMBR.0019619,ACTIVE,10/30/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,CBD High Potency Drops 21481 C840,10/27/2023 7:34:39 AM,0,0,5.96,0,No,
MMBR,MMBR.0019620,ACTIVE,10/30/2023,"DXR FINANCE 3, LLC",MMPR.0000004,SUNDAY D SMALLS T27.96 21136,10/27/2023 7:34:39 AM,0.16,31.70,0,0,Yes,
MMBR,MMBR.0019621,ACTIVE,10/31/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 5 Pack Minis Indicol FG 21634,10/31/2023 7:57:54 AM,0.55,35.90,0,0.06,No,
MMBR,MMBR.0019622,ACTIVE,10/31/2023,ADVANCED GROW LABS LLC,MMPR.0000001,Rythm Vape 0.5g Sativarin CD 21638,10/31/2023 7:57:54 AM,0,0,<LOQ,0,Yes,
MMBR,MMBR.0019623,ACTIVE,10/31/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL Distillate Vape 0.5g Indicol E 21628,10/31/2023 7:57:54 AM,93.93,0,0.42,0,No,
MMBR,MMBR.0019624,ACTIVE,10/31/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL Distillate Pen 300mg Hybridol Q 21630,10/31/2023 7:57:54 AM,87.83,2.60,<LOQ,0,No,
MMBR,MMBR.0019625,ACTIVE,10/31/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL Select Grind Pre Rolls (CS) Hybridol GP 21626,10/31/2023 7:57:54 AM,0.33,23.86,0,0.08,No,
MMBR,MMBR.0019626,ACTIVE,10/31/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 1g Syringe Indicol BSC 21637,10/31/2023 7:57:54 AM,83.91,0,<LOQ,0,Yes,
MMBR,MMBR.0019627,ACTIVE,10/31/2023,"DXR FINANCE 3, LLC",MMPR.0000004,360X T831C3 21195,10/31/2023 7:57:54 AM,83.05,0,0,0,Yes,
MMBR,MMBR.0019628,ACTIVE,10/31/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL Select Grind Pre Rolls (CS) Indicol KM 21625,10/31/2023 7:57:54 AM,0.64,24.92,0,0.07,No,
MMBR,MMBR.0019629,ACTIVE,11/01/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL Live Rosin Vape 0.5g Indicol FG 21639,11/1/2023 8:46:44 AM,82.20,0,0.32,0,Yes,
MMBR,MMBR.0019630,ACTIVE,11/01/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Seattle Sour Kush Pure Vape T448 S 21501,11/1/2023 9:11:18 AM,86.95,0,0.31,0,D8THC - 2.65,
MMBR,MMBR.0019631,ACTIVE,11/01/2023,CURALEAF LLC,MMPR.0000003,Select Squeeze Strawberry Lemonade (H) 20947,11/1/2023 8:46:44 AM,0.46,0,0,0,No,
MMBR,MMBR.0019632,ACTIVE,11/01/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,OGKB Stomper Pure Vape T445 H 21500,11/2/2023 2:06:07 PM,88.02,0,.31,0,D8THC - 0.88,
MMBR,MMBR.0019633,ACTIVE,11/01/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Hazy Fields Pure Vape T464 S 21502,11/1/2023 9:21:57 AM,90.12,0,0.33,0,D8THC - 2.59,
MMBR,MMBR.0019634,ACTIVE,11/01/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 3.5g Sativarin W Second Cut 20799,11/1/2023 9:27:43 AM,0.93,30.44,0,0.07,0,
MMBR,MMBR.0019635,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Sunday Stomper GRIND T23.59 21207,11/1/2023 8:46:44 AM,0.24,26.62,0,0,No,
MMBR,MMBR.0019636,ACTIVE,11/01/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Encore Milk Chocolate T92.00mg H 21499,11/1/2023 8:46:44 AM,0.08,0,0,0,No,
MMBR,MMBR.0019637,ACTIVE,11/01/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Stomper Kush THCA Infused Pre-Roll T39.33% I 21497,11/1/2023 8:46:44 AM,1.27,43.40,0,.10,No,
MMBR,MMBR.0019638,ACTIVE,11/01/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Jack Herer THCA Infused Pre-Roll T37.53% S 21498,11/1/2023 8:46:44 AM,.65,42.05,0,.10,No,
MMBR,MMBR.0019639,ACTIVE,11/01/2023,CURALEAF LLC,MMPR.0000003,SELECT ELITE ALL IN ONE .3G OKULO (I) 20951,11/1/2023 8:46:44 AM,89.27,0,0,0,Yes,
MMBR,MMBR.0019640,ACTIVE,11/01/2023,CURALEAF LLC,MMPR.0000003,SELECT CLIQ ELITE POD 1G BLUE DREAM 20950 (H),11/1/2023 8:46:44 AM,88.83,0,0,0,Yes,
MMBR,MMBR.0019641,ACTIVE,11/01/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Mini Salted Chocolate Chip Cookies 21484,11/1/2023 8:46:44 AM,.16,0,0,0,No,
MMBR,MMBR.0019642,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Sunday Stomper T23.59 21204,11/1/2023 8:46:44 AM,0.24,26.62,0,0,No,
MMBR,MMBR.0019643,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Sunday Stomper T23.59 PR Minis 21205,11/1/2023 8:46:44 AM,0.24,26.62,0,0,No,
MMBR,MMBR.0019644,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Sunday Stomper smalls T23.59 21206,11/1/2023 8:46:44 AM,0.24,26.62,0,0,No,
MMBR,MMBR.0019645,ACTIVE,11/01/2023,CURALEAF LLC,MMPR.0000003,Select Elite Cartridge 1g Grapefruit (S) 20949,11/1/2023 8:46:44 AM,90.31,0,0,0,Yes,
MMBR,MMBR.0019646,ACTIVE,11/01/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,CBD Oil Syringe 21462,11/1/2023 8:46:44 AM,0,0,26.70,0,No,
MMBR,MMBR.0019647,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Colorado Flo x Hawaiian Haze T52 Infused PR 21087,10/10/2023 7:29:01 AM,23.98,28.48,0,0.06,No,
MMBR,MMBR.0019648,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Diesel H Flower x Electric Lemon G CR x Haracept Oil T43.14 Infused PR 21199,11/1/2023 8:46:44 AM,18.63,27.94,0,0,No,
MMBR,MMBR.0019649,ACTIVE,11/01/2023,CURALEAF LLC,MMPR.0000003,Select Elite Cartridge 1g GMO (H) 20948,11/1/2023 8:46:44 AM,90.21,0,0,0,Yes,
MMBR,MMBR.0019650,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Inzane Flower x Pagoti CR x AJ's Tex Mex Oil T43.92 Infused PR 21196,11/1/2023 8:46:44 AM,17.71,29.89,0,0,No,
MMBR,MMBR.0019651,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Haracept Pure T444C2 21157,10/26/2023 7:35:53 AM,80.74,7.96,0,0,Yes,
MMBR,MMBR.0019652,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Haracept Pure T887C3 21158,10/26/2023 7:35:53 AM,80.74,7.96,0,0,Yes,
MMBR,MMBR.0019653,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Bubba Buddha Flower x Electric Lemon G CR x Haracept Oil T43.42 Infused PR 21197,11/1/2023 8:46:44 AM,18.82,28.06,0,0,No,
MMBR,MMBR.0019654,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Haunted Haze Pure T415C1 21161,10/27/2023 7:34:39 AM,82.91,0,0,0,Yes,
MMBR,MMBR.0019655,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Haunted Haze Pure T829C3 21162,10/27/2023 7:34:39 AM,82.91,0,0,0,Yes,
MMBR,MMBR.0019656,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,GMDreamPure T438 21165,10/27/2023 7:34:39 AM,87.63,0,0,0,Yes,
MMBR,MMBR.0019657,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,GMDreamPure T876 21166,10/27/2023 7:34:39 AM,87.63,0,0,0,Yes,
MMBR,MMBR.0019658,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Durban HazePure T428 21169,10/27/2023 7:34:39 AM,85.63,0,0,0,Yes,
MMBR,MMBR.0019659,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Durban HazePure T856 21170,10/27/2023 7:34:39 AM,85.63,0,0,0,Yes,
MMBR,MMBR.0019660,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Zombie IslandPure T413 21173,10/27/2023 7:34:39 AM,82.64,0,0,0,Yes,
MMBR,MMBR.0019661,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Zombie IslandPure T826 21174,11/1/2023 2:41:35 PM,82.64,0,0,0,1,
MMBR,MMBR.0019662,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Tex WrecksPure T405 21177,10/27/2023 7:34:39 AM,80.93,0,0,0,Yes,
MMBR,MMBR.0019663,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Tex WrecksPure T809 21178,10/27/2023 7:34:39 AM,80.93,0,0,0,Yes,
MMBR,MMBR.0019664,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Ghost DawgPure T426 21181,10/27/2023 7:34:39 AM,85.24,0,0,0,Yes,
MMBR,MMBR.0019665,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Ghost DawgPure T852 21182,10/27/2023 7:34:39 AM,85.24,0,0,0,Yes,
MMBR,MMBR.0019666,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Colorado DreamPure T414 21189,10/27/2023 7:34:39 AM,82.85,0,0,0,Yes,
MMBR,MMBR.0019667,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Colorado DreamPure T829 21190,10/27/2023 7:34:39 AM,82.85,0,0,0,Yes,
MMBR,MMBR.0019668,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Pagoti Pure T411 21193,10/27/2023 7:34:39 AM,82.25,0,0,0,Yes,
MMBR,MMBR.0019669,ACTIVE,11/01/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Durban WalkerPure T415 21186,10/27/2023 7:34:39 AM,83.09,0,0,0,Yes,
MMBR,MMBR.0019670,ACTIVE,11/02/2023,CURALEAF LLC,MMPR.0000003,Select Elite All In One .3g Tiffany (S) 20952,11/2/2023 7:47:19 AM,87.36,0,0,0,Yes,
MMBR,MMBR.0019671,ACTIVE,11/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Lemon Skunk Pure Vape T422 S 21506,11/2/2023 7:47:19 AM,84.37,0,.15,0,Yes,
MMBR,MMBR.0019672,ACTIVE,11/02/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Pagoti Pure T823 21194,11/2/2023 8:53:35 AM,82.25,0,0,0,1,
MMBR,MMBR.0019673,ACTIVE,11/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Tropical Haze Peak Slim T422 H 21510,11/2/2023 7:47:19 AM,84.31,0,.14,0,Yes,
MMBR,MMBR.0019674,ACTIVE,11/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Purple Chem Flower T21.87% I 21485,11/2/2023 7:47:19 AM,.83,23.99,0,.06,No,
MMBR,MMBR.0019675,ACTIVE,11/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Lemon Skunk Bold T427 S 21511,11/2/2023 7:47:19 AM,85.40,0,.30,0,Yes,
MMBR,MMBR.0019676,ACTIVE,11/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,White Tangie Haze Flower SC T27.38% I 21490,11/2/2023 7:47:19 AM,.98,30.10,0,.06,Yes,
MMBR,MMBR.0019677,ACTIVE,11/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Sour Sunrise Flower T24.76% S 21493,11/2/2023 7:47:19 AM,.39,27.79,0,.05,Yes,
MMBR,MMBR.0019678,ACTIVE,11/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Jack Herer Pure Vape T414 S 21504,11/2/2023 7:47:19 AM,82.74,0,.15,0,Yes,
MMBR,MMBR.0019679,ACTIVE,11/02/2023,CURALEAF LLC,MMPR.0000003,Select Elite Cartridge 1g Kush Mints (I) 20956,11/2/2023 7:47:19 AM,89.90,0,0.36,0,Yes,
MMBR,MMBR.0019680,ACTIVE,11/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,OGKB Stomper Pure Vape T422 H 21508,11/2/2023 7:47:19 AM,84.31,0,0.12,0,Yes,
MMBR,MMBR.0019681,ACTIVE,11/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,White Tangie Haze Flower T27.38% I 21489,11/2/2023 7:47:19 AM,.98,30.10,0,.06,No,
MMBR,MMBR.0019682,ACTIVE,11/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Lemon Skunk Peak Slim T427 S 21512,11/2/2023 7:47:19 AM,85.40,0,0.30,0,Yes,
MMBR,MMBR.0019683,ACTIVE,11/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Scout Breath - CTP Pure Vape T430 I 21503,11/2/2023 7:47:19 AM,85.92,0,.14,0,Yes,
MMBR,MMBR.0019684,ACTIVE,11/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,GMO - CTP Pure Vape T433 I 21505,11/2/2023 7:47:19 AM,86.68,0,.16,0,Yes,
MMBR,MMBR.0019685,ACTIVE,11/02/2023,CURALEAF LLC,MMPR.0000003,Select Elite Cartridge 1g SC (S) 20955,11/2/2023 7:47:19 AM,89.91,0,0,0,Yes,
MMBR,MMBR.0019686,ACTIVE,11/02/2023,CURALEAF LLC,MMPR.0000003,Select Elite Cartridge 1g Haze (S) 20957,11/2/2023 7:47:19 AM,90.65,0,0.35,0,Yes,
MMBR,MMBR.0019687,ACTIVE,11/02/2023,CURALEAF LLC,MMPR.0000003,Select Elite Cartridge 1g Blue Dream (H) 20953,11/2/2023 7:47:19 AM,89.56,0,0,0,No,
MMBR,MMBR.0019688,ACTIVE,11/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Purple Chem Flower SC T21.87% I 21486,11/2/2023 7:47:19 AM,.83,23.99,0,.06,No,
MMBR,MMBR.0019689,ACTIVE,11/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Sour Sunrise Flower SC T24.76% S 21494,11/2/2023 7:47:19 AM,.39,27.79,0,.05,Yes,
MMBR,MMBR.0019690,ACTIVE,11/02/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Whole Flower 3.5g Sugar Rush (H) 20958,11/2/2023 7:47:19 AM,0.45,28.59,0,0.08,Yes,
MMBR,MMBR.0019691,ACTIVE,11/02/2023,CURALEAF LLC,MMPR.0000003,Curaleaf Whole Flower 3.5g SC (S) 20959,11/2/2023 7:47:19 AM,1.02,28.09,0,0.10,Yes,
MMBR,MMBR.0019692,ACTIVE,11/02/2023,CURALEAF LLC,MMPR.0000003,CURALEAF WHOLE FLOWER 3.5G PASTEL (S) 20960,11/2/2023 7:47:19 AM,0.36,29.16,0,0.08,Yes,
MMBR,MMBR.0019693,ACTIVE,11/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Savvy Tropical Haze Disposable T253 H 21509,11/2/2023 7:47:19 AM,84.31,0,.14,0,Yes,
MMBR,MMBR.0019694,ACTIVE,11/02/2023,CURALEAF LLC,MMPR.0000003,Select Elite Cartridge 1g Slippery Susan (I) 20954,11/2/2023 7:47:19 AM,90.82,0,0,0,Yes,
MMBR,MMBR.0019695,ACTIVE,11/02/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Yellow Haze OG Pure Vape T410 S 21507,11/2/2023 7:47:19 AM,82.09,0,.25,0,Yes,
MMBR,MMBR.0019696,ACTIVE,11/02/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 350mg Cannabidiol 1:1 Sublingual Spray 20808,10/27/2023 7:34:39 AM,3.93,0,3.93,0,No,
MMBR,MMBR.0019697,ACTIVE,11/02/2023,ADVANCED GROW LABS LLC,MMPR.0000001,Rythm Vape 0.5g Hybridol I 20809,10/27/2023 7:34:39 AM,83.63,6.31,0.28,0,Yes,
MMBR,MMBR.0019698,ACTIVE,11/02/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 5 Pack Minis Indicol BC 20823,10/27/2023 7:34:39 AM,0.60,28.07,0,0.07,Yes,
MMBR,MMBR.0019699,ACTIVE,11/02/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 5 Pack Minis Hybridol GP 20825,10/27/2023 7:34:39 AM,0.33,23.86,0,0.08,No,
MMBR,MMBR.0019700,ACTIVE,11/02/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 5 Pack Minis Indicol BBF 20803,10/27/2023 7:34:39 AM,0.45,29.23,0,0.05,No,
MMBR,MMBR.0019701,ACTIVE,11/02/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 5 Pack Minis Indicol KM 20794,11/2/2023 3:20:06 PM,0.64,24.92,0,0.07,0,
MMBR,MMBR.0019702,ACTIVE,11/03/2023,MCEJV LLC,ACME.0008473,Capy-MED Flower T31.54% H 21236,11/3/2023 7:34:16 AM,0.27,35.66,0,0.28,Yes,
MMBR,MMBR.0019703,ACTIVE,11/03/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Sour Sunrise Pre-Rolls T24.76% S 21495,11/3/2023 7:34:16 AM,.39,27.79,0,.05,Yes,
MMBR,MMBR.0019704,ACTIVE,11/03/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Northern Lights Pure T452C2 21214,11/3/2023 7:34:16 AM,90.46,0,0,0,Yes,
MMBR,MMBR.0019705,ACTIVE,11/03/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Sour Sunrise Shorties T24.76% S 21496,11/3/2023 7:34:16 AM,.39,27.79,0,.05,Yes,
MMBR,MMBR.0019706,ACTIVE,11/03/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Purple Chem Pre-Rolls T21.87% I 21487,11/3/2023 7:34:16 AM,.83,23.99,0,.06,No,
MMBR,MMBR.0019707,ACTIVE,11/03/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,White Tangie Haze Pre-Rolls T27.38% I 21491,11/3/2023 7:34:16 AM,.98,30.10,0,.06,Yes,
MMBR,MMBR.0019708,ACTIVE,11/03/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Purple Chem Shorties T21.87% I 21488,11/3/2023 7:34:16 AM,.83,23.99,0,.06,No,
MMBR,MMBR.0019709,ACTIVE,11/03/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,White Tangie Haze Shorties T27.38% I 21492,11/3/2023 7:34:16 AM,.98,30.10,0,.06,Yes,
MMBR,MMBR.0019710,ACTIVE,11/03/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Northern Lights Pure T905C5 21213,11/3/2023 7:34:16 AM,90.46,0,0,0,Yes,
MMBR,MMBR.0019711,ACTIVE,11/03/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Encore Pomegranate Punch CBN:THC Gummies CBN52.00mg T98.00mg I 21513,11/3/2023 8:51:59 AM,0.13,0,0,0,0,
MMBR,MMBR.0019712,ACTIVE,11/03/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Northern Lights Pure T452C2 21212,11/3/2023 7:34:16 AM,90.46,0,0,0,Yes,
MMBR,MMBR.0019713,ACTIVE,11/03/2023,MCEJV LLC,ACME.0008473,Kopacabana Flower T25.17% S 21234,11/3/2023 9:00:46 AM,0.97,27.59,0,0.05,1,
MMBR,MMBR.0019714,ACTIVE,11/03/2023,"DXR FINANCE 3, LLC",MMPR.0000004,Northern Lights Pure T905C5 21215,11/3/2023 7:34:16 AM,90.46,0,0,0,Yes,
MMBR,MMBR.0019715,ACTIVE,11/03/2023,CURALEAF LLC,MMPR.0000003,Select Squeeze Lemon Lime (H) 20961,11/3/2023 7:34:16 AM,0.44,0,0,0,No,
MMBR,MMBR.0019716,ACTIVE,11/03/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Green Diesel Live Rosin Vape T407 S 21514,11/3/2023 7:34:16 AM,81.47,0,.35,0,Yes,
MMBR,MMBR.0019717,ACTIVE,11/03/2023,MCEJV LLC,ACME.0008473,Chili Verde 0.5g Vape T455 I 21233,10/27/2023 7:34:39 AM,90.94,0,0,0,Yes,
MMBR,MMBR.0019718,ACTIVE,11/06/2023,CONNECTICUT PHARMACEUTICAL SOLUTIONS LLC,MMPR.0000002,Magenta Dream Live Rosin T79.56% I 21515,11/6/2023 7:41:40 AM,8.62,80.89,0,.26,Yes,
MMBR,MMBR.0019719,ACTIVE,11/06/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL Select Grind Pre Rolls (CS) Hybridol FG 21643,11/6/2023 7:41:40 AM,0.90,26.80,0,0.06,No,
MMBR,MMBR.0019720,ACTIVE,11/06/2023,ADVANCED GROW LABS LLC,MMPR.0000001,Rythm 3.5g Sativarin GL 21627,11/6/2023 7:41:40 AM,1.22,25.90,0,0.05,No,
MMBR,MMBR.0019721,ACTIVE,11/06/2023,ADVANCED GROW LABS LLC,FME.0001183,AGL 5 Pack Minis Hybridol FG 21641,11/6/2023 7:41:40 AM,0.90,26.80,0,0.06,No,
MMBR,MMBR.0019722,ACTIVE,11/06/2023,ADVANCED GROW LABS LLC,MMPR.0000001,AGL 5 Pack Minis Indicol C 21631,11/6/2023 7:41:40 AM,0.31,25.59,0,0.03,No,
MMBR,MMBR.0019723,ACTIVE,11/06/2023,"DXR FINANCE 3, LLC",MMPR.0000004,PURPLE PUNCHPURE T866C3 21211,11/6/2023 7:41:40 AM,86.55,0,0,0,Yes,
